课程名称,课节名称,训练内容,训练类型,时长(分钟),训练目的,适应用户
盆底痛, 第9节  -肌肉放松,肌肉放松,电刺激,10,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆底痛, 第9节  -I类肌中强度I,I类肌中强度I,触发电刺激,10,未知训练内容，需要进一步分析,需要生物反馈训练、提高肌肉控制精度的用户
盆底痛, 第9节  -I型肌初步训练,I型肌初步训练,凯格尔训练,5,快肌纤维基础训练，建立肌肉记忆,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第9节  -I型肌加强训练,I型肌加强训练,凯格尔训练,5,快肌纤维强化训练，提升收缩力,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第10节 -I类肌中强度I,I类肌中强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第10节 -I类肌高强度I,I类肌高强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第10节 -Ⅱ类肌低强度I,Ⅱ类肌低强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第10节 -I类肌中强度I,I类肌中强度I,触发电刺激,5,未知训练内容，需要进一步分析,需要生物反馈训练、提高肌肉控制精度的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第10节 -I型肌加强训练,I型肌加强训练,凯格尔训练,5,快肌纤维强化训练，提升收缩力,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第10节 -I型肌强化训练,I型肌强化训练,凯格尔训练,5,快肌纤维深度强化，最大化收缩能力,已有训练基础、需要进一步提升的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第11节 -肌肉放松,肌肉放松,电刺激,10,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆底痛, 第11节 -促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第11节 -Ⅱ类肌低强度I,Ⅱ类肌低强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第11节 -I型肌强化训练,I型肌强化训练,凯格尔训练,5,快肌纤维深度强化，最大化收缩能力,已有训练基础、需要进一步提升的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第11节 -Ⅱ型肌初步训练,Ⅱ型肌初步训练,凯格尔训练,5,未知训练内容，需要进一步分析,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第12节 -肌肉放松,肌肉放松,电刺激,15,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆底痛, 第12节 -Ⅱ型肌初步训练,Ⅱ型肌初步训练,凯格尔训练,10,未知训练内容，需要进一步分析,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
盆底痛, 第12节 -快速收缩训练,快速收缩训练,凯格尔训练,5,提高肌肉快速收缩能力和反应速度,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第13节 -肌肉放松,肌肉放松,电刺激,15,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆底痛, 第13节 -Ⅱ型肌初步训练,Ⅱ型肌初步训练,凯格尔训练,10,未知训练内容，需要进一步分析,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
盆底痛, 第13节 -快速收缩训练,快速收缩训练,凯格尔训练,5,提高肌肉快速收缩能力和反应速度,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第14节 -肌肉放松,肌肉放松,电刺激,15,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆底痛, 第14节 -混合肌增强训练,混合肌增强训练,凯格尔训练,10,快慢肌纤维协调强化训练,有一定肌肉控制能力、可进行主动训练的用户
盆底痛, 第14节 -A3反射训练,A3反射训练,凯格尔训练,5,训练肛门收缩反射，改善控制能力,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
盆底痛, 第15节 -肌肉放松,肌肉放松,电刺激,15,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆底痛, 第15节 -混合肌增强训练,混合肌增强训练,凯格尔训练,10,快慢肌纤维协调强化训练,有一定肌肉控制能力、可进行主动训练的用户
盆底痛, 第15节 -A3反射训练,A3反射训练,凯格尔训练,5,训练肛门收缩反射，改善控制能力,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
